,meanValue,medianValue,stdValue,sumValue,totaltx,inputDegree,outputDegree,price
2020-07-02,300538600.2600559,5247509.0,101943895362612.0,5020894908.8966,107207537.5074,619619,806427,9087.98
2020-07-03,291001723.6984612,5242075.5,96367548816535.0,3974257496.7156143,57803290.9944,604010,786510,9072.42
2020-07-04,234939897.9796879,3671407.5,67872257007148.0,3069944724.2282376,38839661.8326,519773,687550,9131.31
2020-07-05,218608340.77525532,3137497.0,59905462230984.0,3026601694.356103,50720848.7269,491041,647279,9089.09
2020-07-06,342471203.3001103,5199067.0,115819993772861.0,5691166777.124992,113743420.0259,627862,795803,9348.91
2020-07-07,287437481.8192807,5429588.5,99278606720525.0,4233541820.9813128,95242533.9588,620189,817631,9256.23
2020-07-08,314797100.7611536,5807658.0,109938795078523.0,6506919025.594499,121129125.3966,636060,826659,9440.07
2020-07-09,265445755.92154056,5248484.0,96036150926366.0,3574459624.1138554,98869845.9588,677042,847959,9238.04
2020-07-10,280296491.94222,5376789.5,96827862548456.0,4456503392.94829,79818144.576,632383,818530,9287.4
2020-07-11,201252360.7665048,3815363.5,62077498192593.0,2844811073.600048,30014745.7292,555284,728846,9235.96
2020-07-12,277007086.7680263,3124855.0,78121261603232.0,8006418150.611337,42610639.379,498855,661560,9295.9
2020-07-13,360559413.5207285,5764912.0,111854544059468.0,6500375058.260868,78223034.3433,555962,747427,9238.13
2020-07-14,251705227.4359274,5983056.0,90310828783101.0,4693783004.581154,88249714.542,652466,847080,9254.52
2020-07-15,265585133.4149221,6095833.0,83921449552381.0,4646912730.067247,83393685.6643,573206,764844,9193.51
2020-07-16,282930955.1586983,6567598.0,98123001627633.0,4472577985.710744,88531436.7,633339,828312,9131.0
2020-07-17,289792573.2671741,6783082.5,85052381498476.0,4439676190.662055,71682525.5883,514539,711517,9154.19
2020-07-18,211672957.16559452,5278508.0,65844471766630.0,3054202726.1855307,29934693.3054,585131,729505,9174.71
2020-07-19,236151124.6861618,4311067.0,65436295894912.0,3552762748.853238,32799397.9768,530444,650949,9214.66
2020-07-20,292252729.2624951,6033538.0,90581103160347.0,3428252683.433986,59994848.8643,561028,742438,9163.87
2020-07-21,283621251.2942344,6909729.0,88865628561766.0,3606905555.735156,114760459.146,570414,761169,9392.66
2020-07-22,260012882.64719623,6308003.0,94597106926055.0,3535910610.2350507,103269918.086,659563,853903,9537.4
2020-07-23,303335216.5838073,6324873.0,102022856740148.0,4175814115.16746,168395155.0164,616350,800663,9613.11
2020-07-24,278549257.1178711,5254366.0,102816709041063.0,5051633358.407798,128787740.2896,696174,861249,9551.28
2020-07-25,271277727.217415,5317706.0,79674539761482.0,4093816692.707038,83145125.8,565730,704312,9707.5
2020-07-26,245191803.0881056,4490061.0,73369233621660.0,3959798582.0178456,169823595.5504,575777,701727,9938.83
2020-07-27,383050084.4486242,6978504.0,125329007980492.0,5685908742.25726,569642411.592,613920,784133,11042.4
2020-07-28,353906901.2818842,6587202.0,125416112048669.0,5656965268.846733,352662968.6388,646663,837810,10934.94
2020-07-29,325594377.4337542,5264824.0,113026506587976.0,5040121173.330791,253835681.0886,649125,824063,11102.67
2020-07-30,319108502.9429675,5517482.5,104641422068052.0,5062963720.958564,201165672.4417,593006,786748,11114.93
2020-07-31,286593076.7045551,4816298.0,102259562292029.0,4607742172.522803,222815243.1332,668675,841332,11343.88
2020-08-01,286939687.56749195,4939732.5,84718942754302.0,4334629999.527245,240815458.968,554978,709806,11823.69
2020-08-02,275547668.57902986,4000000.0,79278921917547.0,4291473673.378081,289592847.786,559697,689949,11077.77
2020-08-03,339036497.1800196,4731646.5,113291757824681.0,16699653666.023617,159671026.4652,638896,800043,11242.57
2020-08-04,301018158.8124548,4922214.5,99005474469734.0,4800606718.869306,122455803.7725,603844,791971,11194.25
2020-08-05,344490807.42977256,5781811.0,100792842891840.0,7304518631.794047,182136390.168,552799,718494,11750.28
2020-08-06,329954546.9658409,4851500.0,117534758947437.0,17051905415.966043,203809369.9392,690137,841222,11772.94
2020-08-07,314774285.9866493,4437916.0,102773489600355.0,5743344309.216286,215793133.728,620836,789744,11605.6
2020-08-08,283993526.5703328,3993070.5,80680288950419.0,13664528332.728975,86008564.668,549801,684740,11767.6
2020-08-09,259910060.16687268,3488563.5,69810282700461.0,5524058682.094941,59683346.886,498247,650235,11684.06
2020-08-10,333306403.29402226,5629956.0,102744698573012.0,5251142485.964745,218397180.6838,566268,752025,11893.03
2020-08-11,296235393.7883928,5000000.0,103480059051980.0,4810615974.779786,249861736.7918,653870,833453,11392.43
2020-08-12,281243825.148379,4672145.0,97412455009868.0,4388078162.471365,141688775.6123,641183,828876,11573.11
2020-08-13,277821689.2482528,4696424.0,90436238462402.0,4284171646.034716,161732026.4091,586990,790445,11777.43
2020-08-14,396310967.79485226,4219473.5,145059325676143.0,7899055560.369153,131449767.039,680632,873284,11774.38
2020-08-15,455904694.0790285,3392069.0,142998610440134.0,10451493144.864635,101333020.2792,585258,754762,11873.98
2020-08-16,642903492.4163398,2947356.0,183683313914780.0,18256283661.94635,63773670.1483,516766,688086,11914.01
2020-08-17,998070094.5009996,5046226.0,292100184207135.0,26761634249.63091,253521339.7144,518111,721992,12293.72
2020-08-18,601879367.8912383,5479680.0,207588795865056.0,18287898147.518684,217771115.2187,626768,828076,11969.53
2020-08-19,567911135.8843998,4942349.0,190593816758484.0,17178119899.119549,208815095.82,607302,810682,11734.0
2020-08-20,549379484.7031523,4455439.0,182591216156455.0,16593858277.15178,96746302.1552,617140,795441,11865.82
2020-08-21,475157569.869373,4938436.5,149632820642704.0,13867294779.427904,153928936.99199998,592072,767239,11522.8
2020-08-22,432459567.62938696,4260693.0,134572335795345.0,14729857470.98546,85029155.46000001,576599,738472,11683.44
2020-08-23,474780230.0565263,2990467.0,137135046869297.0,16628010803.504623,39027595.4028,523796,689905,11653.02
2020-08-24,574712323.3160137,4324109.5,189119434808954.0,17492612742.95157,75749356.9416,588296,790564,11763.93
2020-08-25,526217197.3512259,5190897.0,160087374429782.0,15211223029.706505,168869325.88599998,548392,752700,11337.4
2020-08-26,600835932.9677812,4657185.0,195269875706730.0,18265464294.641197,104337127.35570002,602108,782744,11467.37
2020-08-27,609777698.0126753,5460000.0,199501579236505.0,19466717602.50473,152064701.8666,574456,793286,11302.01
2020-08-28,619323044.5092069,4642045.0,218786393964634.0,20916520809.7822,125753228.67,673891,840882,11534.75
2020-08-29,590239210.8909606,3963124.0,172655593491402.0,21345185967.01131,48056174.58719999,545241,709796,11481.64
2020-08-30,651350580.9330317,3791063.0,174926712015375.0,23536586592.77589,54121905.8394,492370,653685,11707.78
2020-08-31,893522004.3545072,5640289.0,271862111522898.0,28342160363.30577,102290923.3541,551398,756404,11659.57
2020-09-01,700575913.5598199,5105015.5,263331073237038.0,25578151001.40051,176627448.525,688276,900760,11923.25
2020-09-02,727466328.2285808,5511693.0,230755956645747.0,25280518298.979923,265432700.672,580942,786266,11397.44
2020-09-03,885078731.5096588,6559412.0,275863994273125.0,31302591100.94508,361418115.3909,578172,776216,10187.51
2020-09-04,892121224.194098,7122253.0,265428367228349.0,28458179382.814453,310980390.1567,570691,758223,10467.89
2020-09-05,740043810.5333047,4601665.5,241113673909856.0,27877092256.95548,222072428.23080003,621841,788567,10159.62
2020-09-06,873292620.949879,3745393.0,229348474576962.0,32868507639.90008,89153592.5889,520099,641867,10254.93
2020-09-07,911774766.9816556,4533080.0,298368262972310.0,32632236985.294662,153205856.4958,634478,794210,10367.74
2020-09-08,816296948.1396276,5000000.0,271680766576779.0,31019692870.785168,194156867.12160003,612014,811711,10121.52
2020-09-09,1017844992.3988816,5244348.0,321055792417402.0,36289069291.89272,113383268.7008,566760,783061,10227.83
2020-09-10,1005172384.3256204,5000000.0,347188551890838.0,38292010659.07553,147055601.2892,661818,846193,10352.66
2020-09-11,1019991421.9683236,5576186.0,314595954277690.0,35855212892.20325,101653161.4472,579886,775618,10395.44
2020-09-12,858159134.749136,3430885.0,257990955157037.0,34650337579.80609,57857607.940000005,557153,732428,10446.44
2020-09-13,1027790452.1736556,3309128.0,261665171218891.0,39990080011.23835,81937985.7165,478318,639830,10330.77
2020-09-14,782238794.0626525,4584327.5,275864333114135.0,33789410989.51352,143525658.62719998,649448,852531,10674.64
2020-09-15,849150249.8538742,5299363.5,284760837987997.0,35930760546.5564,135273030.3276,605300,833367,10785.62
2020-09-16,911227975.5955812,5000000.0,310859956506579.0,38412761847.13134,154480376.5826,640064,835868,10948.43
2020-09-17,1179599218.6309853,4472906.0,412469279179478.0,46581312416.31433,117116914.3462,666535,854340,10943.89
2020-09-18,1149646401.686308,4666036.5,373943185783702.0,43323191284.008606,88269394.26240002,596886,803547,10931.79
2020-09-19,972884914.741716,3891760.0,287849405494461.0,40143543630.20787,54811966.3947,562691,719993,11081.43
2020-09-20,919689875.0122443,2882245.5,238477423970425.0,38942165536.30933,69233310.9125,489991,643717,10919.65
2020-09-21,1153591133.112921,4976105.0,343121839450841.0,43306955147.37769,193630537.917,537626,738806,10430.46
2020-09-22,890107390.8975581,5585425.5,278201284810250.0,35536789653.15387,99403513.6488,576018,774622,10532.22
2020-09-23,764554784.1452363,5040978.0,267601055443890.0,32178733458.130333,124490884.2376,634525,842813,10234.48
2020-09-24,745262729.6243172,5718163.5,236562786162810.0,31402724912.052944,124807106.4971,585054,779670,10732.43
2020-09-25,805355930.2910086,4754109.0,283263814581605.0,34099074921.662685,129716552.8944,677704,847999,10692.84
2020-09-26,869336101.8873942,4188501.0,240714819932110.0,38068319065.50703,48519033.92,531364,681085,10732.4
2020-09-27,788971311.5381376,3332995.0,205096248319585.0,35821652371.97414,50063044.872,472543,642471,10774.24
2020-09-28,784883505.9990841,5238858.5,232232901522021.0,34026927803.617977,109557462.4188,535578,733530,10692.33
2020-09-29,737943970.8862128,5261917.0,255624529458955.0,32780894819.035706,89865245.23200001,634912,844051,10840.8
2020-09-30,692533438.5315384,4968649.5,243299462558023.0,31928503661.357468,89894642.8896,670587,856646,10777.92
2020-10-01,633262700.8787298,5983613.0,193169187750646.0,28902507921.173374,183013787.4308,549043,761980,10619.24
2020-10-02,864760788.6603332,6151010.5,273527296496418.0,35663848782.35236,150343724.50919998,575650,786144,10575.06
2020-10-03,691614040.6629072,3781926.5,214386520324688.0,35061230965.29473,31477196.1224,591386,739900,10551.77
2020-10-04,709358322.6479223,3219968.0,190656364453050.0,36333560858.62296,31512003.1002,516032,662005,10673.46
2020-10-05,692496508.9042182,5143388.0,203833577409921.0,34072442350.4844,78412225.0504,542026,725984,10788.56
2020-10-06,674493123.1913571,5533300.0,214751190999773.0,33121562804.250404,103826838.3222,578288,781885,10603.74
2020-10-07,584863794.4147569,4700000.0,216880361972469.0,29700470364.892345,102699834.104,687061,881017,10670.8
2020-10-08,596199466.7915615,4795641.5,196411952339812.0,29166396101.36538,142856446.66199997,616350,798297,10923.3
2020-10-09,812737771.2408656,4949523.0,275601003703320.0,37554407408.326485,120551930.5773,626610,823779,11063.19
2020-10-10,624746742.2992076,4001383.5,186379446136638.0,31472709399.21339,97927463.147,574538,719498,11302.67
2020-10-11,844525298.4870635,3071956.5,216933213422372.0,40423661116.720505,60215827.8995,471344,635131,11376.61
2020-10-12,689639557.6301961,4482132.0,216784746743264.0,33701894750.043083,166313556.27480003,583787,757680,11540.04
2020-10-13,684891133.1941551,4516416.5,227935878473814.0,34854267651.24585,117568933.2592,632016,808805,11428.24
2020-10-14,765762754.7864379,4735008.0,241505491841792.0,38190945430.451126,93932070.9456,577069,770850,11431.32
2020-10-15,759493792.2343748,4691877.0,259062573037353.0,37418214685.87987,111854678.0582,638015,831230,11503.73
2020-10-16,726818628.2966604,4717146.0,235290814082593.0,35877176442.59534,109053461.5582,605989,795282,11327.57
2020-10-17,881373951.8510491,3599585.5,242800896255927.0,43059266977.70529,34142836.4031,511209,680955,11366.51
2020-10-18,916575796.8079244,3659243.0,212595173190614.0,43913154178.63815,29716243.876,426413,580211,11508.2
2020-10-19,1134321944.4085383,5077820.5,343552087303014.0,46936939268.8949,139587584.348,550898,739450,11758.16
2020-10-20,1284049037.3678713,4990837.0,425874123978615.0,52909738796.41943,167903083.01479998,604274,803462,11925.46
2020-10-21,1207431556.3154676,5577824.0,375065671769830.0,48531888909.19146,486931525.6176,591072,758120,12831.56
2020-10-22,1182439334.5073557,5541480.0,401316362813793.0,48392703410.93552,234841376.77,617272,821012,12990.25
2020-10-23,847545521.2734485,4744560.0,273382588250921.0,38179864447.7646,151273932.4116,605379,790717,12944.52
2020-10-24,613410214.1899544,3110778.0,188781900698672.0,36615684344.57873,69928610.9054,618355,739025,13128.46
2020-10-25,665580414.1095299,3525382.0,160929357166715.0,34367147074.45176,111062981.3517,461548,600003,13036.77
2020-10-26,1123076149.5838234,5687310.0,283799096847533.0,47104932547.89684,176006371.0356,454958,637266,13076.37
2020-10-27,993499787.3892832,7176752.0,250621249866608.0,39390805622.56848,325461283.4025,431419,642205,13651.47
2020-10-28,1019359966.6462634,6776684.5,265922473218944.0,38903824961.49163,310741338.15,461559,651789,13289.0
2020-10-29,881814392.7600251,5918983.0,243560662537890.0,35327727929.89293,228409072.2456,491646,663578,13458.66
2020-10-30,884421263.6864026,5499269.5,237732435678905.0,36232771167.53581,265607933.7288,499507,646983,13564.72
2020-10-31,615897475.3386824,4497836.0,169410607259084.0,29034488963.80913,194274881.2584,512411,649605,13810.32
2020-11-01,770372194.1333355,3440027.0,212948593018919.0,35524803321.28182,81876480.6928,562941,641660,13758.88
2020-11-02,1129039742.818673,6341246.0,254154749386683.0,41501426429.89792,202098850.1063,423843,559775,13575.17
2020-11-03,967388320.7318932,4601797.0,320532511414664.0,41066475226.41616,213888432.2785,621280,769311,14023.31
2020-11-04,647195989.7672527,3953148.0,207942129924249.0,29463747064.558502,303936796.2285,624255,748196,14155.59
2020-11-05,972215381.3718668,5765023.5,310224206041949.0,39226594786.943,575483038.2308999,612152,749611,15591.39
2020-11-06,915190891.7433226,4635154.0,310332994672135.0,37086366558.127785,418654253.4993,662842,783462,15595.77
2020-11-07,587621790.3928874,3559229.0,159102713101407.0,27774211453.454327,320513832.288,560640,635184,14839.84
2020-11-08,614131637.3001013,3026962.0,149744331254521.0,29300692580.36205,168415197.354,495859,576290,15490.6
2020-11-09,657108067.2040983,3500019.5,214017469056106.0,27663442274.326065,392305674.1401,635219,756300,15328.53
2020-11-10,712600346.5986706,4224046.0,215692723309872.0,29635144633.073784,230269180.3512,567642,717801,15317.04
2020-11-11,639298650.6588668,3841532.0,206380947600298.0,28104850202.124657,298105721.52049994,610237,752062,15708.65
2020-11-12,603979579.0196855,3830834.5,196207598081177.0,26069003276.33438,478495947.4292,611552,757145,16295.57
2020-11-13,532258864.5100862,4100000.0,159843724118753.0,23269971907.5646,264263990.3617,566809,715691,16339.33
2020-11-14,686804474.1844716,3013653.5,187919319399510.0,31573179497.706467,163501040.4486,521382,649185,16091.07
2020-11-15,633551995.4814374,2474669.0,160311462728641.0,29481164755.90513,97292561.7456,476325,600106,15968.16
2020-11-16,1183300937.899933,3836620.0,369143743888201.0,42520363055.322334,293272996.4775,591249,732059,16725.15
2020-11-17,851156061.6742729,3988155.0,295496701087519.0,34425575281.46403,424743957.97920007,641552,803034,17679.72
2020-11-18,823109471.8059683,3822530.0,298447147834767.0,31906771101.69932,633847834.5785,698686,834767,17798.45
2020-11-19,746994914.7047577,3896584.5,232276574737615.0,29753150898.76768,358043942.4177,585843,733450,17820.57
2020-11-20,712606213.1612623,3500006.0,247208083589134.0,27566296004.640144,374130037.1055,661549,799045,18687.45
2020-11-21,606530388.8206328,2543761.0,188748617818648.0,26584883061.55268,256287553.65,589006,720317,18699.75
2020-11-22,701531836.986804,2200439.0,191065703462541.0,29157247700.141552,276025442.5872,509334,641187,18422.28
2020-11-23,754082203.1723051,3453753.0,224502337199646.0,28884331086.34781,344268444.6285,551888,699888,18398.91
2020-11-24,706037685.2423468,4139686.5,234462406590649.0,26873901719.85921,523228040.5104,622956,776010,19172.52
2020-11-25,615863487.3588449,3483838.0,222913636839996.0,25371126155.78573,357330319.00200003,669674,831929,18739.8
2020-11-26,699394769.0176252,4461516.0,227414503699002.0,25500654650.2624,867494794.0976,638514,762311,17151.44
2020-11-27,575236107.5945182,3536815.0,185400323186036.0,22181894522.819576,334361872.0526,632463,751523,17138.87
2020-11-28,440442371.0247437,2763316.0,129176021670734.0,20122837065.722767,203020072.4978,580463,681497,17732.42
2020-11-29,484761645.61606085,2647661.0,127323130982704.0,20931794795.0326,192293943.968,500424,616666,18191.6
2020-11-30,877171841.8805294,4590343.0,225859468878450.0,31808150410.06296,570429939.1842,477933,620892,19709.73
2020-12-01,564616290.6351738,4413757.0,213850113926944.0,21485854365.764145,586228902.896,693238,869007,18792.52
2020-12-02,499992282.3553167,3666659.0,163689473366613.0,20881188516.327377,311500178.6337,596214,761070,19226.97
2020-12-03,437123901.0192745,3214123.5,151403982852640.0,19555986358.66397,269817738.8956,647661,792681,19454.54
2020-12-04,597619829.0658565,3308353.0,190257651161577.0,25446749460.24255,278793731.2368,599630,741606,18670.49
2020-12-05,540308487.2517772,2623876.0,152851650118066.0,25089210368.30721,114151706.81100002,555825,656870,19155.06
2020-12-06,515132962.5047912,2502115.0,132837852174073.0,23954720533.852783,119935507.4742,495737,599436,19377.66
2020-12-07,521620938.3732188,3360281.0,157262453468265.0,22956605846.287056,176619929.6967,551717,710102,19181.41
2020-12-08,484349730.80410814,3143762.5,160415662142859.0,21521556481.74648,273878281.0107,615103,767700,18318.87
2020-12-09,612654769.5546025,3469598.5,196422020357362.0,25214426347.816765,377966775.1915,589336,751760,18554.15
2020-12-10,626124901.34332,3272660.5,196405363552978.0,25773875717.9062,264270264.5584,573630,730904,18247.76
2020-12-11,467524456.88108736,3511975.5,142967108816409.0,19553993595.84885,291983141.38320005,574685,720697,18029.36
2020-12-12,484647533.2242248,2728500.0,143188629043564.0,22465162101.07209,175018094.7288,555465,679524,18803.44
2020-12-13,601024394.0515356,2577313.0,165558179585436.0,26791307160.733658,197236995.264,527051,638413,19164.48
2020-12-14,661317747.6213703,3174541.0,207434215260900.0,26256793524.7909,156397143.1788,570769,730959,19276.59
2020-12-15,678195841.5628215,3438665.0,217947050232153.0,27554432817.05382,288887515.235,590403,749055,19439.75
2020-12-16,861527374.521044,3754050.0,271713672540694.0,30025792145.30268,712598806.4956,601803,737470,21379.48
2020-12-17,804549441.0136963,4936775.0,249065979553492.0,25595062931.37809,1177690832.1425998,558448,728352,22847.46
2020-12-18,648278362.4651002,3620000.0,243588649861174.0,22282388757.95692,465956413.3458,689970,867343,23150.79
2020-12-19,474510959.0102464,2475450.5,162640529244598.0,19935078614.63633,428547892.6224,671203,774786,23869.92
2020-12-20,469280983.793073,2163055.0,132417953758859.0,20559513313.70437,301633611.35960007,561071,653508,23490.58
2020-12-21,646693087.8988973,4000000.0,174583206088450.0,22699235940.219627,647260163.442,519919,649110,22745.48
2020-12-22,634922851.0036802,3357250.0,205128969933716.0,22874379710.657883,433884278.63690007,617149,753218,23824.99
2020-12-23,595830065.0022095,3448479.0,202785400152917.0,21669362088.11221,583254745.8283,627593,793567,23253.37
2020-12-24,811924412.5933546,3271891.0,218282630628073.0,33059708282.019123,344759537.11370003,506135,635599,23715.53
2020-12-25,652746158.3052715,2613430.0,198230522577253.0,25571207705.386826,375518728.1612,597102,691793,24693.58
2020-12-26,729835898.5525548,3043921.0,199578735310486.0,26437652352.335445,530655727.4775,540578,647135,26443.21
2020-12-27,803926429.0744678,2884431.0,248137519818838.0,31926955825.094547,822241572.2106,610570,714874,26246.58
2020-12-28,644314157.4187895,3058435.0,200013155259200.0,22286246859.78951,511058869.7897999,595803,735383,27036.69
2020-12-29,545419152.4997119,2962340.0,182638511986901.0,19502876694.466908,584575020.2299,637875,784635,27376.37
2020-12-30,520341964.4834198,3000000.0,176939162970800.0,19157572967.87913,751041810.9530001,649113,795516,28856.59
2020-12-31,558823094.1535671,2597633.0,191761821228079.0,23990127879.60808,606524119.4576,675173,793225,28982.56
